X,y
bagus banget anak bangsa auto stars,1
seru kesan tidak kerasa salut keren indonesia suka karakternya karakter anime tidak suka karakter hantu indonesia suka ohya saran karakter tidak tidak bosen nyiptain karakter hasil gabung tidak menuh menuhin karakter disimpan contoh persona semangat,1
keren bagus banget penasaran gampang bosen uninstall yah taun dipasang,1
fitur bahasa indonesia mode story dikembalikan jd habis feedback ngasih cerita origin karakter patch developer ngedengerin kembang sukses ya agate karya,1
update min ditambah fitur dwnload data chapter,-1
bagus download data kb notice,-1
cool really good graphics extraordinary amaizing good storyline makes curious,1
tidak bagus bad banget,1
bagus cuman failed connect pakai wifi,1
didalam disuruh playstore tidak main,1
bagus bintang doang bagus,1
agate login ngunain akun google gabisa suruh memverifikasi akun kirim kode email ampe email agate coba login facebook ttp coba akun ttp kek gt gapernah kirim code verifikasi tolong gmn gabisa login gabisa main,-1
maaf bintang tidak bahasa indonesia campaign dialog skip bingung banget seru banget ya saran kasih pilih bahasa,1
bagus banget kadang sring bug dizoom atma skill resolusi pecah nice indonesia sran sya perbaiki gerak kasih main pilih grafis semangaaaattttt,1
overall bagus masuk bahasa indonesia bahasa daerah bagus,1
plisssss tombol log biar ganti,1
ekspresi wajah karakter tidak suai bagus good job developer,1
player ngasih bintang semenjak update jni error dimana pas claim bonus message tugas tidak kebaca tidak cek koneksi koneksi aman gacha diamond tidak nongol atma collection massage kapasitas atma aman nyimpen,1
tutor aj patah patah force close hpku qentank download tidak patah patah kaya,1
warga ter barbar bener kali setan seimut serang skill combo buff wkwkwk keren abis moga kembang gamenya sukses developer aamiin,1
wow oke thx developer kelas idle rpg bagus kendala pencet lemot cepat,1
bug tutorial gacha tidak mencet oke,-1
masuk gamenya retire atma lvl kembalikan gold dipakai lvl,1
suka alur cerita bagus film animasi keren harap lihat serial animasi,1
seru alur ceritax fitur lock herox utk nambah strategi main good job utk,1
bagus simple ilustrasi bgm clop renyah tidak makan,1
serius seru gampang cerita chp fix indonesia emang,1
hi kak bagus suka banget main hiatus bintang fitur bhs indonesia bhs inggris sulit erti tolong perbaiki jaring mentoleransi harap bagus tidak lag owh ya saran fitur interaksi atma oke,1
bagus banget tolong urban legend pastor kepala buntung tingkatkan agate,-1
goodd mah cuman lagu rubah ya ka,1
ukur total tidak belah ukur macet keluh,-1
bagus bangetttt tebak agate emang terbaikkk kak cari memories ya pas cari tolong bantu kak agate thaks ya kak,1
aq tidak buka nyelesain misi,-1
seru nyenengin bgtt pas aq coba masuk bgtt masuk sumpah bgtttt dtunggu jam loh kga tolong perbaiki lgi sinyal full loh,-1
geme bagus keren kalix indonesia,1
mantep bngt chara atma kepala sundel bolong buto ijo dll semangat teruss developerny,1
bagus jeda pindah menu cepat animasi battle hidup,1
asli karya indonesia majuuuu,1
best story simple gameplay,1
keren pisan euy komentar paranormal main wkwkwk,1
developer review saran tolong tambahkan fitur login main tidak tutorial opsi ubah nama,1
keren penuh arif lokal,1
tarik pikir terinfluence onmyoji yah bagus pas umur,1
asli keren main atma bintang pokok seru deh developer semangat update,1
seru bagus sayang kudu maksa banget main jaring pas main mulu sambung msuk lgi nyambung mohon diperbaiki,-1
tolong donk diperbaikin gbs masuk instal ulang ttp gbs masuk sampe besok gbs masuk tinggal ngambil point online 20hr event haloween,-1
susah lawan tantang takluk,-1
koneksinya bnerin gimna mao maen kntl koneksi putus mulu sinyal bagus ngeyoutub lancar,1
grafik atma tidak kalah bagus jepang,1
seru banget wajib dimainin seru masukkan art lbh bagus kaya gacha sukses karya bangsa,1
maintenance dev seminggu maintenance mulu,1
keren bngt suka sma jalur,1
ganti ya bahasa suka pas pake bahasa indonesia,1
singkat loading internet ram simpan stabil,1
orang indonesia bikinin negeri bagus banget manteb pokok maksih bikinin sebagus negeri wuuuh bangga banget slur manteb devoloper tolong buatin indonesia horor keren offline gratis ean ukuranya pliia buatin ya binttang pokoknya manteb jempol,1
bang failed connect koneksi lancar maen tidak failed cacad pake wifi data stuck layar,-1
great hopefully developer make moba version awesome,1
seru mantep alur cerita bagus rekomen bgt orng indonesia,1
enak bagus bagus pelit gacha lanjutin nanggung,1
tutorial aj ng bug ayolah,-1
tarik suka mode afk cocok banget disuguhkan story bagus disertai graphic gambar bagus,1
attack tidak gerak offline mb,-1
lag patah patah beranda koneksi internet bagus,-1
update event gabisa collect gold gabisa main campaign mode ya,1
bahasa tidak ubah bahasa indonesia,1
mantap anak bangsa sukses,1
bagus pengaturang tidak ubah,1
knp ya loading tidak jaring buka ml tidak jga jaring donk tolong perbaiki min terima,-1
tidak sinyal buka yt tidak buffering buka gane bagus,1
versi beta penuh ya dev,1
bagus hero tidak kaku animasi ya jga ragam skill,1
download trs disuruh update play store playstore tidak update tolong diperbaiki,-1
bang stack begin atma kuning emas,1
kecewa kasih bintang bagus banget pas labirin karakter hero musuh tidak gerak restart tetep saran kembang developer tolong fiks terima kasih super keren,1
mohon permudah diamond harga summon dikurangi,1
bug henti ganggu main gb tidak bug tolong diperhatikan diperbaiki,1
sura cman knp suka muncul tulis silakan update playstore,1
bagus tolong ditingkatkan performa gamenya terima,1
tarik horror epic gameplay bagus bintang,1
backsong bagus grafik bagus jalan bagus belom bug sukses ya,1
sekelas idle bagus kendala jaring lelet oke moga kedepan sekelas idle rpg kenal sukses developer,1
bagus segi cerita karakter sayang bebera bug moga update diperbaiki,1
bagus tidak ubah ya,1
gameplaynya patah patah maen gameplay lancar faktor hp kentang,1
bagus tolong distabilkan pake paketan sinyal tetep ngelag coba buka aplikasi youtube instagram,1
tarik alur cerita gambar karakter,1
good story good music good battle good job team cocok shin tensei lanjutkan cerita tarik update kedepan mohon voice karakter biarkan mengimajinasi tidak cocok perannya rusak cerita,-1
suka alur cerita bagus bgt manja mata kreatif suka keputus sulit kesambung koneksi internet mohon diperbaiki spy mainnya enak teman nunggu appstore moga sukses,1
min top ul item tidak masuk inbox abis clear cache hilang akun login ulang pake email ttp tidak akun akun trial tolong min,1
suka bet dah bintang,1
bagus tarik tidak bosan good atma wkwkwkw,1
halo developer suka online offline seru wajib instal teman teman dukung developer,1
bagus banget mantap saran fitur fitur tarik dalamnya hero bintang turnamen challenge boss ranked gpp biar tarik chat bareng temen,1
adain event ya kak turnamen,1
alur cerita tarik upgrade hero mudah tingkat hoki bagus tidak kesan pay win alangkah bagus buka app code atma buka kamera real tangkap atma keliar main battle main kitar,1
tampilan bagus skill oke uda kaya yokai jepang keren cuman kendala kadang bug force closed hp ram developer fix bug trouble ya thanks upgrade,1
tingkat event karakter moga indonesia sukses,1
pliss bug toturial nge bug pencet tombol begin formation tidak paksa ngulang,-1
overall bagus main lag freeze fps drop hp ram milik tolong kpd developer optimalkan kinerja sayang bang bagus bgt nyandet pas ganggu bgt takut minat,1
mentang pake tri connected,-1
mantab kental banget budaya lokal,1
poin plus minus graphic bagus variatif backsound kelas jalan ceritanya keren banget minusnya berat hp kentang main idle lancar jaring suka lag kadang stuck tidak diapa semangat developer tingkat film animasinya keren bgt,1
bagus update kemarin start tarung bug hilang sisa diam tolong diperbaiki tidak main,1
hadiah complete story diambil koneksi dah stabil terimakasih devloper tinggal link acc tidak linked gameplay saran tambahkan fitur aim target milih musuh diserang fokusin nyerang musuh aim kyk urut baris cma aim target baris dpn musuh baris dpn tidak deh aim musuh baris,1
bagus tarik visualisasi bagus saran gerak atma tarung diperbaiki tarik,1
makan tidak dipakai multitasking auto pause bahasa tidak dikasih pilih minimal fitur skip exp pelit dibanding strategi beda beda advance campaign gacha banner ampas banget diperbaiki uninstall,-1
keren banget alur tarik otak pikir seru keren dimana dimainin suka ngebug informasi skill diklik tampilan tarung susah diklik keren banget update tarik ya,1
battle gambar hero krg hd jernih coba skrg,1
keren moga kedepan langkah langkah tingkat ya suka art story desain atma karakter masuk ide tim kepikiran tinggal eksekusi suka angkat tema sejarah budaya asli indonesia original semangat karya ya kali,1
bagus seru fitur resouce coin exp dikeluarkan level atma bayar level atma bayar diamond resource sulit moga saran bantu,1
bagus developer tolong percepat update ubah bahasa indonesia,1
bagus tidak diganti mohon ditambah fitur ganti bahasa,1
main indonesia sukses tim kembang,-1
ny bagus bgt min suka developerny indonesia aju bug min summon atma dri shard ya loading bgt smpai relogin lg pke shard lg loading bgt thank good luck kembang,1
far keren mohon kembang,1
bagus grafik cerita ditambah animasi serang mode battle manual serang atma tidak acak suara atma battle perbaiki efek suara skill bermasalah,-1
good story agate emeng pintar story,1
ily makes study parts indonesian history past really cool,1
dh bagus segi alur crita tidak pelit berat jd pindah menu,1
love storyline art enjoyable,1
best story bagus musik bagus tidak,1
atma bintang susah dapetnya simpan kualitas tidak mb,-1
bagus suka rpg recomend banget,1
mantap min sistem gachanya jan ubah ya hehe,1
bagus next updatenya event,1
bagus klu diperbanyak carakter,1
gereget main aplikasi lokal tingkat efek visualisasi karakter atma tunggu,-1
keren moga saing alam wokwowk,1
bagus kerenn suka good luck deh bawa international ngasih saran kasih contoh combo combo atma orang bingung atma dipake ngerti,1
bagus update kemarin mantul seran update biar mantul main grafik oke,1
kak event item item husangkali bow player aktif main permudah soul atma mengupgrade atma mudah semangat agate,1
bahasa indonesia makasih dev lgi bahasa indonesia,1
bagus visual story relogin login bermasalah reconnect,1
seru banget kali tarik indonesia timbang indonesia,1
seru banget keren banget tidak horror tetep debar,1
kuat atma smpe disuruh ngelawan atma tidak ngotak developer maksudlo kl menang top gitu money talk bgt segi story mantep masuk dalem tidak ngotak sumpah,1
min coba tambahkan fitur multiplayer pas perang mistis player kirim atma tempur bang dream kirim personel utamanya multiplayer main player,-1
hp xiaomi redmi note loading ram rom diatas ram tidak masuk,-1
please pop victory sesimpel lag parah hadeh,-1
tinggal nunggu kembang kebelakang smoga update main bareng war elimination semangat indonesia,1
suka tolong mode offline nyelesaiin campaigh onnline,1
bagus banget good tidak susah susah hp support simpan ngecrush,1
maaf bintang maen failed login maintenance,-1
bagus asyik dimainkan tidak pelit diamond summon atma tetep donasi dukung tim dev,1
cuman tinggal optimal engine hp gampang cepat panas kentang relog lag dimainin kesuluruhan isi games tarik padu misteri horor tidak lupa tradisional modern,1
min adain mode offline online tetep ngelawan bot lebik online offline online ngelawan player mohon ya min,1
cerita desain oke system bagus,1
keren bagus bagus seru efek skill keluarkan hero keren best developer indonesia,1
min update nge crash battle force close yaa min lancar lancar,1
andai event login anniversary,1
bagus kadang suka ngestack loading,1
astaga update update lgi selang,-1
suka hantu indonesia seru,1
overall tolong next update aktifkn fitur friend ny fitur guild club clan,1
bagus karakter milik desain unik jalan seru kali tidak meng skip cerita cuman gerak karakter skill bintang bagus sekelas rpg,1
bagus masuk karakter event jalan cerita war individu guild fungsi lock musuh dadi pilih musuh habisi biar gampang,-1
sumpah bagus banget tidak basa enggreees w apus mah level nyeseeeeel ngapus,1
mantul lg liat pocong plupgrade,1
bagus penasaran story source tidak pelit gacha bintang segi grafik ditingkatkan tarik,1
bahasa indonesia gini mantab,1
alur cerita sekelas web novel keren banget,1
bagus gacha kadita bagus rinding main malem uduh wese teriak fiks lari beast,1
bagus tema indonesia cma sdikit saran grafik atma miripin kaya lbh hidup minat,1
wkwk suka noni thank lahhh,1
pdahal update tpi tombol msh suka tidak dipencet,1
tolong subtitle indonesia diperlengkap,1
seru ya cuman hero bintang susah ampun nyerang animasi kaya hidup beneran cukan tetep kaya gambar dibikin animasi elegant,1
tolong adjustable balance musuhnya damage tidak ngotak banget gold atma soul rank susah banget dapatin gold atma exp soul,-1
hai developer nana maryana cisolok sukabumi suka banget code atma milik tap responsif jaring internet ya atma bintang amritha tolong tambahkan atma ya biar semangat mainnya hatur nuhun,1
bagus banget tidak nyesel download lag sinyalku bagus loh main gelag tpi ngelag baca komen nyata tidak nyata kek,1
bagus ya tambahkan leluhur zaman ya aji saka dewata cengker prabu siliwangi dll,1
halo kak mb gb,1
bagus tinggal tingkatin efek efek pas atmanya ngeskill pake speed animasi ultimate cepetin skip tambahkan fitur lock atma atma fokus target atma diserang fitur ngereset level atma ngembaliin gold atma bagus habis wkwkwk saran semangat,1
min plisss support ram,1
salah indonesia rekomended dicoba,1
lumbago seru pilih bahasa,1
pokoke kereeen kali dukung anak negeri,1
keren good job dev,1
instal nnti main bagus ganti full gameplay bagus enak chara atma kasih voice skill,1
bagus kak bagus banget suka main force closed ya kak,1
ganggu bgd retire ilang ilang exp hero ilang exp pedih camp klh,1
plisss oas main stuck tulis agate telkom melon yaaa pengin main nihhh device redmi ram space sisa stuck sihhh bintang,-1
tolong pakek bhs indonesia tidak kasih pilih pakek bhs indonesia inggris jujur tidak bhs inggris suka bgt males gara tidak ngerti tolong plisss,1
thumb storynya jd point digame kritikan cuman retire karakter dikit item diseimbangkan kembang levelnya tidak sia sia item karakter bintang kebawah atur def arena bingung gimana msh,1
art bagus gameplay seru rubah grafik hp ram rendah patah patah ditambah bahasa inggris sayang bagus tidak,1
bagus kukasi update play store tidak baca update informasi update hahahaha,1
update tidak sabar cerita,1
bagus karakter grafis alur cerita bagus indonesia banged atma atma mudah dapatkan saranin lu download cocok mainkan senggang chapter woy,1
uninstall dah ngomong kaya tidak nyambung dimana sma status ny level samanw iya dfull keliatan beda support indonesia lokapala dengerin info bug dengar main bukti ny update nutup bug kembang pintar masuk main thx,-1
main disuruh update pas cek tidak update,-1
excellent anak bangsa kembangkan,1
sorry bintang hargai coba bertipe idle rpg alam atma bintang level seret chapter buka fitur tidak dikunci utk exp gold dll simpul free player tidak tanding pay player utk free player tahan menang,-1
play bagus story bagus suka banget battle semangat bagusla saran fitur reset hero resources sma tolong story modenya lanjutkan kembang ya maju dev indonesia,1
seru seru banget gerak tarung kaku tolong gerak tarung beneran,1
sumpah mantap tunggu tunggu horor doakan rilis negeri,1
yah industri indonesia maju lumbago saing,1
pengen karakter atma abyys seeker,1
bagus banget cerita bagus mantep deh,1
tambahkan bahasa indonesiaa baca storyby,1
keren abis sulitnya rank atma lv muahal asyik dimainin dibikin moba mlbb lol aov keren nihhh hehehehehe sukses agate melon oolean moga kembang,1
mohon stabil jaring gamenya cek atma summond loading muncul cek atma,-1
load km tidak rugi dowload bagus bngst,-1
admin atma ilang tanggepin suka kaloginimah bahasa indonesia,1
terimakasih kerja keras really apreciate love,-1
saran tolong sediakan farming level labirint kebuka,1
update event fitur fitur,1
mantap banget karya anak bangsa diunggulkan,1
beuuh keren moga kembang gamenya dikenal dunia,1
tidak buka loading banget koneksi bagus lancar tolong alas biar masuk gamenya mohon bantu,-1
gameplay animasi bagus cuman loading banget ditambah black diperbaiki bagus,1
mohon distabilkan jaring lag,-1
diupdate ko jdi nambah bug ya login kadang susah kadang suka stuck errad diupdate ambil idle income tidak ambil hadiah quest susah tidak campaign bettle latar full item doang nyoba pake vpn delete cache ttep tidak tolong diperbaiki ya update chapter,1
segi graphic alur bagus keren banget ditunggu fitur ya semangat developer indonesia,1
keren utama karakter n alur bug skill jelangkung susah diaktifkan fight diperbaiki update sip semangat developer,1
tips kl nge gacha pastikan hero gacha dpt hero hero hilang memex,1
tolong atma kait erat mitos cerita rakyat dijadikan bintang thanks banget bagus sukai orang,1
download gagal mulu tidak,-1
keren alur bagus kembang alur gameplay simple mudah asyik mantapp dah,1
bagus tarik semangat developernya banyakin even soul susah upgread,1
aaaaa banget dehh bagus esmezing seru bangettt recomended dehh,1
plessee udahh baguss optimasi hp patah patah banget lancar pleaseee optimasikan tidak patah patah lancar mainkan hp low device laku pasar indonesia,1
susah tidak level gampang dinaikin,1
tidak paham login please susah download blm mainin kirain gampang taunya ribet banget permudah please,-1
fitur language versi global ya orang pilih bahasa,1
nice bahasa indonesia bang,1
knp indonesia youtube viewer dikit salut anak bangsa indonesia semangat brother,1
hasil karya anak bangsa wajib dukung bagus,1
asli ori indonesia banget mengubah karakter urban legend horror karakter tidak kesan horror ditambah asli indonesia sukses enjoyed,1
saran si suai sinyal mainkan sinyal h relogin berat baca,-1
keren visual alur cerita atma blom kendala,-1
bagus kerasa responsif mencet tidak stabil jaring bagus suka loading loading,1
keren urus grafik keren saitama kemarin,1
maaf berat hp patah patah,-1
semangat kak ngembangin ditunggu chapter,1
bagus kendala koneksi tolong benerin ya min,1
bintang deh bhs indonesia lgi kaya bintang nyajadi bintang jjr akutuh kepengen tau cerita maklum bhs ingrisku jlktpi seruuu,1
sdh bagus susah naikin level,1
salah indonesia mobile ost mantap char indonesia banget terimakasih agate games moga story chapter cepat tidak sabar story,1
gajelas ajg stuck bind jaring restart hp tetep stuck,-1
segi lumbago kesel main mobile legend sinyalnya lumbago login code atma banget tingkatkan,1
mohon fitur sortir urut atma stat terkuat terlemah terima,1
maaf unistal jaring lemot loding,-1
bagus tampilan gameplaynya kesan sepi min lumbago boring tolong event mode semangat bagus,1
grafis bad alur cerita good susah bgt nyari atma opvwkwk lanjutkan gan,-1
rpg seru jarang rpg alurnya keren,1
wow patut apresiasi segi cerita gameplay palinh suka sistem afk offline kritik segi performa turun ram kadang saran sistem login tolong permudah story ditambah biar tarik kian,1
agate games terima kasih update code atma smooth tidak kendala tidak lag terima,-1
reference kaya chaotic three kingdom animasi rate,1
bagus cuman update ya selesai tutorial loading layar hitam loading bangettttttttttt mohon cepat update ya plissss,1
santai hbs main cocok,1
jelek banget wkwkw kontol tidak bug mending tutup tu tidak layak mainkan goblok,1
bagus pengen kasih saran gerak battlenya kaku,-1
bagus bangeeeeet keluaraan agate games bagus love grafik bagus tarik visualisasi cerita deg deg gan saran kasih tombol exit pas main mencet tombol tidak susah mainnya dah saran stuk wajar model dah kian semangat yah agate games kembangkan populer,1
saranin keren suka gerak patah belom mulus kasih dubing kek bagus kali yaa banyakin creep ngebantu boss musuh yaa lakuin support gamenyaa,1
update kasih pilih bwt nyerang atma lawan coz tidak maen auto klw tidak milih nyerang atma pkai manual,-1
jalan cerita tarik milik event bagus,1
masuk susah reinstal switch jaring susah masuk tolong diperbaiki,-1
never give min semangat,1
bagus tarik disayang lihat atma atma gambar goyang goyang enak pilih dialog emang cm pilih ya susah multiple ending tpi bagus tpi bagus pertahankan kembangkan,1
main fps jelek klaim daily reward pake loadin tolong diperbaiki mengaggu main idle rpg ringan,-1
tq bat semangat dsn update trs bug suport bat nie patah semangat,1
masuk atma negeri ikutin biar main tidak anak indonesia lebi luas,1
seru hadiah chapter selesai tidak diambil tolong perbaiki bintang hero ditambah legenda indonesia support pecinta horor hero tidak horor,1
bagus cuman tokoh utama tidak ganti ekspresi tokoh ganti ganti usul ekspresi tokoh utama edit event kuyang bintang op tpi kompendium tidak tidak dikalahin mohon,1
makaso deveveloper tidak ngasi batas expired hadiah hadiah ininngebuat seneg banget trakhir main milik gemas sahja klaim gems kek player top ah bentar emang top mulu ya gi ana engak dpt full star atma limited full star top ya developernya dermawan pack tidak mahal mahal,1
keren karakter setan indonesia jd cakep2 bngt,-1
tidak betah idle betah dimainin,1
maju anak bangsa kalah negera belah,-1
indonesia make telkomsel lag ngerja misi sinar ilahi buka ulang dimain,-1
download pas mausk menit tunggu masuk login screen pas login lag pake wifi susah pake hape kentang vivo,-1
sampe chapter masuk stroy henti ya ranu masuk pintu muncul atma abis tidak tau gimana tidak pake tombol back tidak tolong bug diperbaiki overall nice,1
ringan patah patah ya optimalkan,-1
bagus banget tema indonesia semangat ciptain indonesia indonesia kenal mancanegara anggap komentar buruk penyemangat,1
tidak bagus keliar maklumin developernya erti smg bagus lg gamenya salam user,1
event tarik seaker min tolong item discount harga ramah kantong terima kasih min,1
loading banget loadingny aplg story loading,-1
hallo kakak ajak kwn pengen kayak mabar bareng kwn ya kak tidak tau dah cari tau makasih semangat kembangkan anak bangsa,1
suka bgt emm ditambah doong fitur cari gold bgt nungguin peti kasih fitur shop kaya coin turnamen,1
bagus bug tunggu ya fitur,1
keren bgt ditambah lgi anak bangsa best,1
chapter sulit dimainkan hadiah atma atma didapatkan jarang,-1
mode diperbanyak ya dibikin wow goddess genesis,1
bagus cerita chapter tarik developer semangat chapter tarik tantang,1
masiham kecewa internet connection nge youtube nge download kenceng gilir buka ginian kgk,-1
klik izinkan kaitkan akun,-1
download coba gambar telkom indonesia melon doang si,-1
kadang kadang suka foreclose enak dimainin edit,1
si bagus tolong donk fitur anjay biar anjay ciee tidak,1
tolong tambahkan exp gold nonton iklan dah bagus edit anjir dipanggil kak loh umur,1
event fight club gx tarik kerahkan bintang gx seru,-1
suka tarik seru kepala developer hormat milik saran mohon efek suara serang dihaluskan enak didengar bug perbaiki nyaman main kian salah mohon maaf terimakasih semangaat,1
keren tokoh tokoh legenda indonesia,1
suka semangat developer dukung,1
tarik main idle kali temu idle tarik animasi tarik overall puas karya anak bangsa gameplay bagus tidak rumit interface lumbago susun jajar kesan ramai kadang pusing liatnya good job,1
segi grafik story bagus min pas battlenya ditingkatin realistis min saran min tidak terima,1
rpg bagus alur cerita lumbago minat jarang banget seru gini saran sya masuk reconnect wa sma yt lancar aj,-1
bagus dah pokoknya rekomen bangettt,1
akun asu akun rusak,-1
online tidak offline knp tidak dibuka,1
kak moga kembang yh gamenyadan moga selesai cepat selesai semangat fitur tarung teman battel teman edit oh yh kak seru user beda user bosan baikny biar seru sediain cerita cerita atmasoalny seru ceritany,1
gacha bagus min free diamond nge gacha cuman tidak suai ekspetasi nyeseg ya,-1
orang indonesia pengen dukung apalah daya main gacha dpt bintang biji babi apus,-1
ka maaf pas ko lawannya level ko kalah,-1
bagus stuck level pakai level level tidak kuat level level muncul layar latest update play store tidak notifikasi update,1
ky gini bilang bagus tidak kerjaan susah kluar berat tidak sperti dasar pea geser geser susah email susah ujung jd tamu tidak undang ajj tolong kembangin sorry uninstall ajj,1
kirim email developer developer bug temukan tidak main selesai tidak laku,-1
terimakasih min keren top,1
bagus moga jalan biar kaya baca webtoon,1
gampang ganti ganti akun ya dev selebihny uda cuuuunnnnn hehehehehe dengar,1
ya seru moga kembang smgtt team code,1
kali nemu indonesia keren bet dah dah dahh,1
keren banget story bgm keren atma atmanya indonesia banget recommend banget suka santai,1
bagus jalan cerita unik tolong kasih informasi akun sangkutkan akun fb google play saran,1
seru banget ditunggu chapter chapter fitur diupdate moga cepat rilis,1
bagus gameplay bagus music mantep banget gambar art style tidak cantik banget ui suka banget cool koneksi bukak youtube lancar pas main konekting gara server ya event kasih opsi kayaknya doang semangat agate studio tawa,1
code redeem dpt code dpt hadiah dimana ya fb difb tidak,-1
mohon tidak fokus cerita gameplay ditingkatkan tarik main tidak mudah bosan,-1
tolong donk deviloper bantu data hilang old player ganti hp hp hapus hp data hilang sedih banget hero bintang hero andal level rama download tetep ajah ngg ngalahin nick name gaksalah n3utr0nz please help,-1
jujur gameplay tidak nyaman dimainin note opini pribadi story tarik mudah tebak jalan jalan character nilai latar story bunuh dsb desain atma imut bunuh story pribadi bermaksut sok pro harap developer indonesia juang kedepan ny,1
tidak main yaa stuck doang trs coba hapus chachel tidak uninstall tetep tidak,-1
segi cerita oke visual oke rekomen banget deh,1
baguslah story saran liat atma liat gambar liat walpaper gerak gitu animasi skill biar ramai atma kasih dialog kuntilanak hi hi hi kayak saran trima,1
bagus gambar normal orang indonesia ato tidak mukanya alur cerita makasih bagus,1
chapter sistem gimana spin gpernah,-1
main sampe bagus tidak tau,1
story visual bagus unik salut,1
kasian setan indonesia tidak harga wkwkwk muantull,1
tidak grafik grafis permasalahkan tidak dungeon stage farming ngumpulin gold soul exp cman misi ngirim hero yng hadiah ny ny dah mentok ngk sanggup maju stage story cuman nunggu biar gold exp dri offline istilah ny tidak farming cmn tunggu bosan tambahkan mode lock enemy equipment dipermudah untk didapatkan,1
asyik si suka liat wkwkwkw bahasa indonesia ne xixixixixi bahasa inggris,1
alhamdulillah kemarin bug ditunggu bnyak,1
dimainin lumbago bagus ceritanya voice suara biar mantab,1
tidak force close hp lancar epic banget developer pokemon go seeker atma utama dibawa bawa eksplorasi cari atma atma,1
bagus cerita tarik grafik gameplay turn base senang dimainkan saran ditambah indonesia cerita legenda mitos edar edit semangat episode seru,1
genre persona besutan atlus devil survivora blue dragon komik komik webtoon nusantara droid wars summoningnya mngunkn folk lore khas budaya indonesia bawa alur ceritanya interaksi alur cerita milik opsi alur silent character developernya lathi anak negeri main kerennn,1
min knp connetion failed ya download pke telkomsel lancar sinyal,-1
emm kecewa hubung akun google edit ya allah digame ulas bales developerny,1
hai developer hp bagus download suai janji,1
maaf tolong frame rate kurangin hp gb main panas,1
keren asli mantap tingkatkan event fitur,1
seru gan gold susah,-1
keren developer indonesia tidak kalah developer keren keren five star dev indonesia,1
update tambahkan chapter tambahkan atma mode coop temen efek diperbagus story mantap cutscene nicelah keren wkwkw,1
server parah download source bet dikit dikit failed connect,-1
lokal yng keren tetep supported lokal guys,1
lumbago enak dimainin w download resource updatean mb ato nambah ngurang w mo main gini edit bahasa inggris bahasa indonesia euyy,1
devolofer tidak si nulis semangat ya kembang,1
bagus maaf kak updatean kali bahasa kah kadang suka males ngartiin,1
suka kuntilanak cantik cocok jadiin pp wallpaper kurangnya efek bettle gereget,1
bagus patah patah uninstall kecewa tidak main thanks developer,1
download tidak mainkan mohon perbaiki,-1
mantap gim org indonesia karya sdh oke krkurangan pribadi bosan utk hero laen mantap,1
gameplay tarik cuman tidak maen ahahaha,1
ko adil char lvl bintang kalah char musuh lvl,-1
tutorial mandatory bosan alas uninstal,-1
min gmn logout hrs pencet menu back tidak quit tolong,1
fitur auto gameplay tidak dimatikan diganti manual delay angkat ram gb prosesor,1
koo tidak dibukaa ya ngehang diawalll v,-1
tolong tombol exitnya difungsikan tombol back hp asus,1
bagus banget failed connection ya dibikin offline,-1
tidak ganti bahasa indonesia,-1
aplikasi bagus banget indonesia salut,1
coba kasih animasi biar tarik,1
animasi tingkatkan mode raid world boss,1
kaku still enjoy tolong kurangi sesempurna harap suka hantu indonesia,1
diam iklan agate telkom tidak login,-1
terbebani mode tarung ngendalikan atma nyata gerak serang acak baris bingung combo need tutorial terbebani coba kendalikan bagus banget persona lanjutkan yah,1
tarik konsep kenal indonesia pahlawan siluman hantu keren banget,1
kak agate gamenya bagus kak koleksiku agate lho bagus baget kak semangat kak agate tidak ngecewain akuu semangat kakak kakak agate dukung deh memoris bagus banget deh huaaa,1
uda bagus bgt cm gbrnya grafik kudu sip equip perjelas scr rinci inti uda bagus semangat,1
woyy abis update kemarin ngbug si hanuman patung battle tidak anjir option atma ngebug anjir,-1
developer tidak atur bahasa bagus,1
cintailah karya anak bangsa,1
tidak atma bintang update,1
bagus tarik visualnya keren mode pvp tarik seru semangat kembang,1
gameplay display view bagus fix force close harap fc gamenya kuat hp emang tolong fix sukses atma code,1
karakter keren enak dengar seru penasaran gameplay oke lumbago adiktif musuh kuat exp andal idle overall bagus recommended,1
overall bagus ngadopsi makhluk mitologi perwayangan good job tim code,1
oke lag bagus efek visualisasi biar ciamik,1
bagus tema anime latar indonesia apresiasi anak bangsa harap maju oh ya event mepet minimal minggu cepat oke kian thank,1
kurangi bintangya habi update bettle mancet suda reset macet,1
suka force close even tidak imbang banged bagus,1
popo iskandar informasi kualitas tangkap hasil proses hidup manusia yo yi,1
dukung karakter asli indonesia tolong perbaiki bug koneksi internet buruk tolong diperbaiki tolong ditambah,1
kenal budaya bangsa nuansa modern,1
bagus disana overall nenyenangkan main developer tolong perbanyak event duduk indonesia suka gratis murah ikan event mudah milik hadiah tingkat app,1
update tidak baca story chapter tidak bosan dinikmati tolong perbaiki code atma bagus segi gameplay mauoun story,1
keren sihh salah best gacha moga tidak ampas rate,1
kembangkan sediakan fitur ngembaliin lv biar dipake,1
bagus tidak henti main story bagus,1
bagus gamenya ngeframe dikit rom gb tolong perbaiki bagus,1
personal versi indonesia bagus main leg kaku tolong,1
kerennn diupdate komunikasi atma,1
ngestuck login kk blm main cuy daftar pakai akun google ttp tidak,-1
